0.	0.000028
1.	0.000094
2.	0.000146
3.	0.000252
4.	0.000422
5.	0.000682
6.	0.001224
7.	0.002514
8.	0.007116
9.	0.358848
10.	0.6101
11.	0.008352
12.	0.003324
13.	0.001662
14.	0.00113
15.	0.00078
16.	0.000544
17.	0.000402
18.	0.000312
19.	0.000238
20.	0.00021
21.	0.000144
22.	0.000154
23.	0.000124
24.	0.000134
25.	0.000102
26.	0.000048
27.	0.000092
28.	0.00006
29.	0.000054
30.	0.000056
31.	0.00003
32.	0.000046
33.	0.000036
34.	0.000048
35.	0.000032
36.	0.00003
37.	0.000028
38.	0.000022
39.	0.000032
40.	0.00002
41.	0.000014
42.	0.000016
43.	0.000016
44.	0.000014
45.	0.00001
46.	0.00002
47.	0.00001
48.	8.e-6
49.	0.000012
50.	6.e-6
51.	0.000014
52.	4.e-6
53.	0.000014
54.	4.e-6
55.	2.e-6
56.	0.000016
57.	6.e-6
58.	8.e-6
59.	6.e-6
60.	4.e-6
61.	2.e-10
62.	0.000012
63.	2.e-6
64.	8.e-6
65.	4.e-6
66.	6.e-6
67.	6.e-6
68.	4.e-6
69.	2.e-6
70.	2.e-10
71.	4.e-6
72.	2.e-6
73.	2.e-6
74.	2.e-10
75.	2.e-6
76.	4.e-6
77.	4.e-6
78.	2.e-10
79.	2.e-6
80.	2.e-10
81.	4.e-6
82.	2.e-10
83.	2.e-10
84.	4.e-6
85.	2.e-6
86.	4.e-6
87.	4.e-6
88.	2.e-6
89.	2.e-10
