0.	0.023296
1.	0.062964
2.	0.087934
3.	0.096708
4.	0.095906
5.	0.088634
6.	0.07731
7.	0.066512
8.	0.056554
9.	0.04767
10.	0.039854
11.	0.03317
12.	0.028316
13.	0.023582
14.	0.020044
15.	0.016754
16.	0.01452
17.	0.01243
18.	0.010844
19.	0.009438
20.	0.008036
21.	0.007096
22.	0.006318
23.	0.005538
24.	0.004726
25.	0.004498
26.	0.0039
27.	0.00359
28.	0.003294
29.	0.002722
30.	0.002606
31.	0.002356
32.	0.002068
33.	0.002028
34.	0.001788
35.	0.001614
36.	0.001472
37.	0.001402
38.	0.001304
39.	0.001108
40.	0.001048
41.	0.000934
42.	0.00098
43.	0.000926
44.	0.000862
45.	0.00077
46.	0.000688
47.	0.000692
48.	0.000674
49.	0.00061
50.	0.00055
51.	0.00053
52.	0.000524
53.	0.000462
54.	0.000472
55.	0.000448
56.	0.000424
57.	0.000368
58.	0.000366
59.	0.000322
60.	0.00034
61.	0.000314
62.	0.000292
63.	0.000272
64.	0.000294
65.	0.000266
66.	0.000258
67.	0.00023
68.	0.000236
69.	0.0002
70.	0.000186
71.	0.000186
72.	0.00018
73.	0.000174
74.	0.000172
75.	0.00012
76.	0.00015
77.	0.00015
78.	0.000156
79.	0.00007
80.	0.000066
81.	0.000076
82.	0.000086
83.	0.000054
84.	0.000024
85.	0.000048
86.	0.000026
87.	8.e-6
88.	2.e-10
