0.	0.000102
1.	0.000314
2.	0.00056
3.	0.00075
4.	0.001006
5.	0.00119
6.	0.001466
7.	0.001778
8.	0.001964
9.	0.002236
10.	0.002554
11.	0.00313
12.	0.003648
13.	0.003988
14.	0.004524
15.	0.005328
16.	0.005844
17.	0.006652
18.	0.007614
19.	0.008678
20.	0.010168
21.	0.01129
22.	0.012746
23.	0.014702
24.	0.016946
25.	0.019038
26.	0.021804
27.	0.024244
28.	0.026996
29.	0.0301
30.	0.032368
31.	0.035184
32.	0.037284
33.	0.039584
34.	0.0397
35.	0.040564
36.	0.039656
37.	0.038172
38.	0.035942
39.	0.033532
40.	0.030824
41.	0.028572
42.	0.026012
43.	0.02342
44.	0.021312
45.	0.019706
46.	0.01777
47.	0.016006
48.	0.014462
49.	0.013218
50.	0.012102
51.	0.01121
52.	0.010188
53.	0.009192
54.	0.00838
55.	0.007812
56.	0.00702
57.	0.006666
58.	0.006204
59.	0.005428
60.	0.00508
61.	0.004728
62.	0.00453
63.	0.0041
64.	0.00386
65.	0.00349
66.	0.003234
67.	0.003002
68.	0.00281
69.	0.00249
70.	0.00232
71.	0.002196
72.	0.00211
73.	0.001814
74.	0.001692
75.	0.001584
76.	0.001374
77.	0.00121
78.	0.001178
79.	0.000944
80.	0.000742
81.	0.000668
82.	0.000596
83.	0.000486
84.	0.00032
85.	0.000234
86.	0.000158
87.	0.000074
88.	2.e-6
89.	2.e-10
