0.	0.00167
1.	0.005286
2.	0.009428
3.	0.014954
4.	0.02283
5.	0.033502
6.	0.04707
7.	0.065796
8.	0.085704
9.	0.100434
10.	0.10394
11.	0.096794
12.	0.082924
13.	0.066032
14.	0.050854
15.	0.039526
16.	0.030636
17.	0.023536
18.	0.018454
19.	0.01487
20.	0.011766
21.	0.009644
22.	0.007946
23.	0.00658
24.	0.005438
25.	0.004654
26.	0.00393
27.	0.003354
28.	0.002956
29.	0.002662
30.	0.002156
31.	0.001906
32.	0.001648
33.	0.001534
34.	0.001344
35.	0.001206
36.	0.001132
37.	0.001078
38.	0.000932
39.	0.000956
40.	0.00078
41.	0.000714
42.	0.000718
43.	0.000608
44.	0.000548
45.	0.000516
46.	0.000486
47.	0.00046
48.	0.000402
49.	0.000398
50.	0.000352
51.	0.000358
52.	0.000316
53.	0.000292
54.	0.000296
55.	0.000284
56.	0.000278
57.	0.000258
58.	0.000282
59.	0.00021
60.	0.000202
61.	0.000192
62.	0.000176
63.	0.000164
64.	0.000134
65.	0.000194
66.	0.000174
67.	0.00014
68.	0.00014
69.	0.00013
70.	0.000128
71.	0.00014
72.	0.000112
73.	0.000094
74.	0.00011
75.	0.000074
76.	0.000082
77.	0.000084
78.	0.000074
79.	0.000064
80.	0.000058
81.	0.000034
82.	0.000028
83.	0.000038
84.	0.000024
85.	0.00002
86.	0.00001
87.	4.e-6
88.	2.e-10
