0.	6.e-6
1.	8.e-6
2.	0.000014
3.	0.000018
4.	0.000038
5.	0.000056
6.	0.000146
7.	0.000406
8.	0.001256
9.	0.373594
10.	0.622082
11.	0.001408
12.	0.00042
13.	0.000212
14.	0.000104
15.	0.000052
16.	0.000038
17.	0.000028
18.	0.000026
19.	0.00002
20.	0.00001
21.	6.e-6
22.	6.e-6
23.	6.e-6
24.	2.e-6
25.	4.e-6
26.	8.e-6
27.	2.e-6
28.	2.e-6
29.	2.e-6
30.	2.e-10
31.	2.e-6
32.	2.e-6
33.	2.e-10
34.	2.e-6
35.	2.e-10
36.	2.e-10
37.	2.e-10
38.	2.e-10
39.	2.e-10
40.	2.e-6
41.	2.e-10
42.	2.e-6
43.	2.e-10
44.	2.e-6
45.	2.e-10
46.	2.e-6
47.	2.e-10
48.	2.e-10
49.	2.e-10
50.	2.e-10
51.	2.e-10
52.	2.e-6
53.	2.e-10
54.	2.e-10
55.	2.e-10
56.	2.e-10
57.	2.e-6
58.	2.e-10
59.	2.e-10
60.	2.e-10
61.	2.e-10
62.	2.e-10
63.	2.e-10
64.	2.e-10
65.	2.e-10
66.	2.e-10
67.	2.e-10
68.	2.e-10
69.	2.e-10
70.	2.e-10
71.	2.e-10
72.	2.e-10
73.	2.e-10
74.	2.e-10
75.	2.e-10
76.	2.e-10
77.	2.e-10
78.	2.e-10
79.	2.e-10
80.	2.e-10
81.	2.e-10
82.	2.e-6
83.	2.e-10
