1.	2.e-6
2.	2.e-10
3.	2.e-10
4.	2.e-6
5.	6.e-6
6.	4.e-6
7.	2.e-10
8.	2.e-6
9.	2.e-6
10.	2.e-10
11.	6.e-6
12.	4.e-6
13.	0.00001
14.	0.000012
15.	6.e-6
16.	0.00001
17.	0.00002
18.	0.000018
19.	0.000012
20.	0.00002
21.	0.000018
22.	0.00003
23.	0.000024
24.	0.000032
25.	0.000042
26.	0.00005
27.	0.00004
28.	0.000058
29.	0.000044
30.	0.000062
31.	0.00009
32.	0.000094
33.	0.000158
34.	0.000134
35.	0.000252
36.	0.00032
37.	0.000428
38.	0.000508
39.	0.000766
40.	0.001214
41.	0.001996
42.	0.003682
43.	0.01062
44.	0.408414
45.	0.548984
46.	0.010488
47.	0.003862
48.	0.002018
49.	0.001212
50.	0.00085
51.	0.00061
52.	0.000462
53.	0.000322
54.	0.000282
55.	0.000224
56.	0.000194
57.	0.000152
58.	0.000114
59.	0.000106
60.	0.000088
61.	0.000086
62.	0.000066
63.	0.000056
64.	0.000048
65.	0.000044
66.	0.000036
67.	0.000056
68.	0.000032
69.	0.00003
70.	0.00003
71.	0.000022
72.	0.000028
73.	0.000014
74.	0.000012
75.	0.000024
76.	0.00002
77.	4.e-6
78.	0.000012
79.	0.000014
80.	8.e-6
81.	0.000012
82.	2.e-10
83.	0.000012
84.	4.e-6
85.	6.e-6
86.	0.000012
87.	0.00001
88.	8.e-6
89.	2.e-10
