0.	0.037274
1.	0.092512
2.	0.113388
3.	0.112548
4.	0.098698
5.	0.084878
6.	0.070288
7.	0.057296
8.	0.04744
9.	0.039088
10.	0.032374
11.	0.026526
12.	0.022632
13.	0.019114
14.	0.015976
15.	0.013416
16.	0.011976
17.	0.010108
18.	0.008864
19.	0.007668
20.	0.006978
21.	0.005904
22.	0.005424
23.	0.004742
24.	0.004092
25.	0.003776
26.	0.003476
27.	0.003044
28.	0.002726
29.	0.00236
30.	0.002186
31.	0.00218
32.	0.00194
33.	0.001704
34.	0.001588
35.	0.001462
36.	0.001428
37.	0.00123
38.	0.001198
39.	0.001044
40.	0.000972
41.	0.000956
42.	0.000922
43.	0.000814
44.	0.00077
45.	0.000728
46.	0.000696
47.	0.000682
48.	0.000576
49.	0.000562
50.	0.000528
51.	0.000472
52.	0.000456
53.	0.000518
54.	0.000412
55.	0.000398
56.	0.000424
57.	0.00037
58.	0.000374
59.	0.000358
60.	0.000326
61.	0.00032
62.	0.000358
63.	0.000288
64.	0.00025
65.	0.000206
66.	0.00027
67.	0.000242
68.	0.000244
69.	0.00024
70.	0.000186
71.	0.000226
72.	0.000176
73.	0.000218
74.	0.000148
75.	0.000128
76.	0.000134
77.	0.000136
78.	0.000128
79.	0.0001
80.	0.00009
81.	0.000074
82.	0.000074
83.	0.000054
84.	0.000048
85.	0.000036
86.	0.00002
87.	0.000018
88.	2.e-10
