0.	0.02176
1.	0.05837
2.	0.081302
3.	0.089936
4.	0.089516
5.	0.08217
6.	0.073568
7.	0.064418
8.	0.0549
9.	0.04746
10.	0.04058
11.	0.034458
12.	0.02958
13.	0.025366
14.	0.022202
15.	0.01868
16.	0.01641
17.	0.014268
18.	0.012422
19.	0.010856
20.	0.00981
21.	0.008792
22.	0.00744
23.	0.006558
24.	0.00615
25.	0.00554
26.	0.004818
27.	0.004512
28.	0.004172
29.	0.003542
30.	0.003126
31.	0.00307
32.	0.002712
33.	0.002476
34.	0.002338
35.	0.002146
36.	0.001916
37.	0.001838
38.	0.001758
39.	0.001586
40.	0.001466
41.	0.001426
42.	0.001288
43.	0.001168
44.	0.001088
45.	0.000976
46.	0.000934
47.	0.000918
48.	0.0009
49.	0.000846
50.	0.0008
51.	0.00072
52.	0.00068
53.	0.000628
54.	0.000612
55.	0.000604
56.	0.000564
57.	0.000552
58.	0.000552
59.	0.000484
60.	0.000408
61.	0.000456
62.	0.00039
63.	0.000396
64.	0.000424
65.	0.000392
66.	0.000378
67.	0.000298
68.	0.00032
69.	0.000278
70.	0.000282
71.	0.000232
72.	0.000256
73.	0.000216
74.	0.00023
75.	0.000212
76.	0.0002
77.	0.00016
78.	0.000144
79.	0.00014
80.	0.000112
81.	0.000114
82.	0.00008
83.	0.000082
84.	0.000054
85.	0.000058
86.	0.00002
87.	0.000022
88.	4.e-6
89.	2.e-10
